Baud rate 2400, low carrier filter 1, 2dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
   64.0000, 0.6843581958, 1.08198, 1.72421
   72.0000, 0.6836486578, 1.08189, 1.72081
   80.0000, 0.6828775716, 1.08179, 1.71702
   88.0000, 0.6820520892, 1.08169, 1.71283
   96.0000, 0.6811800338, 1.08158, 1.70826
  104.0000, 0.6802698753, 1.08147, 1.70330
  112.0000, 0.6793307040, 1.08135, 1.69796
  120.0000, 0.6783722025, 1.08123, 1.69224
  128.0000, 0.6774046149, 1.08111, 1.68614
  136.0000, 0.6764387150, 1.08099, 1.67968
  144.0000, 0.6754857717, 1.08087, 1.67284
  152.0000, 0.6745575136, 1.08076, 1.66564
  160.0000, 0.6736660908, 1.08065, 1.65809
  168.0000, 0.6728240364, 1.08054, 1.65017
  176.0000, 0.6720442250, 1.08044, 1.64191
  184.0000, 0.6713398314, 1.08036, 1.63331
  192.0000, 0.6707242865, 1.08028, 1.62436
  200.0000, 0.6702112333, 1.08022, 1.61508
  208.0000, 0.6698144810, 1.08017, 1.60547
  216.0000, 0.6695479586, 1.08013, 1.59554
  224.0000, 0.6694256677, 1.08012, 1.58530
  232.0000, 0.6694616347, 1.08012, 1.57475
  240.0000, 0.6696698623, 1.08015, 1.56389
  248.0000, 0.6700642809, 1.08020, 1.55273
  256.0000, 0.6706586998, 1.08027, 1.54129
  264.0000, 0.6714667585, 1.08037, 1.52957
  272.0000, 0.6725018782, 1.08050, 1.51757
  280.0000, 0.6737772132, 1.08066, 1.50530
  288.0000, 0.6753056037, 1.08085, 1.49277
  296.0000, 0.6770995283, 1.08107, 1.47999
  304.0000, 0.6791710583, 1.08133, 1.46697
  312.0000, 0.6815318125, 1.08162, 1.45371
  320.0000, 0.6841929136, 1.08196, 1.44022
  328.0000, 0.6871649455, 1.08233, 1.42652
  336.0000, 0.6904579128, 1.08274, 1.41260
  344.0000, 0.6940812019, 1.08319, 1.39848
  352.0000, 0.6980435436, 1.08368, 1.38417
  360.0000, 0.7023529783, 1.08422, 1.36967
  368.0000, 0.7070168233, 1.08480, 1.35500
  376.0000, 0.7120416423, 1.08543, 1.34017
  384.0000, 0.7174332177, 1.08610, 1.32518
  392.0000, 0.7231965252, 1.08683, 1.31004
  400.0000, 0.7293357114, 1.08759, 1.29476
  408.0000, 0.7358540743, 1.08841, 1.27936
  416.0000, 0.7427540465, 1.08928, 1.26383
  424.0000, 0.7500371817, 1.09019, 1.24821
  432.0000, 0.7577041438, 1.09115, 1.23248
  440.0000, 0.7657547001, 1.09216, 1.21666
  448.0000, 0.7741877165, 1.09322, 1.20077
  456.0000, 0.7830011566, 1.09433, 1.18481
  464.0000, 0.7921920842, 1.09549, 1.16879
  472.0000, 0.8017566684, 1.09670, 1.15272
  480.0000, 0.8116901919, 1.09795, 1.13662
  488.0000, 0.8219870633, 1.09926, 1.12049
  496.0000, 0.8326408314, 1.10061, 1.10434
  504.0000, 0.8436442033, 1.10200, 1.08819
  512.0000, 0.8549890648, 1.10344, 1.07205
  520.0000, 0.8666665047, 1.10493, 1.05591
  528.0000, 0.8786668404, 1.10645, 1.03981
  536.0000, 0.8909796477, 1.10802, 1.02374
  544.0000, 0.9035937917, 1.10963, 1.00772
  552.0000, 0.9164974613, 1.11128, 0.99175
  560.0000, 0.9296782053, 1.11297, 0.97586
  568.0000, 0.9431229705, 1.11470, 0.96004
  576.0000, 0.9568181424, 1.11645, 0.94431
  584.0000, 0.9707495867, 1.11825, 0.92868
  592.0000, 0.9849026938, 1.12007, 0.91316
  600.0000, 0.9992624233, 1.12192, 0.89776
  608.0000, 1.0138133506, 1.12380, 0.88249
  616.0000, 1.0285397149, 1.12571, 0.86736
  624.0000, 1.0434254669, 1.12764, 0.85238
  632.0000, 1.0584543190, 1.12959, 0.83756
  640.0000, 1.0736097943, 1.13157, 0.82291
  648.0000, 1.0888752775, 1.13356, 0.80845
  656.0000, 1.1042340652, 1.13556, 0.79417
  664.0000, 1.1196694163, 1.13758, 0.78010
  672.0000, 1.1351646030, 1.13962, 0.76624
  680.0000, 1.1507029607, 1.14166, 0.75260
  688.0000, 1.1662679381, 1.14370, 0.73919
  696.0000, 1.1818431466, 1.14576, 0.72601
  704.0000, 1.1974124090, 1.14781, 0.71309
  712.0000, 1.2129598072, 1.14987, 0.70042
  720.0000, 1.2284697296, 1.15192, 0.68802
  728.0000, 1.2439269165, 1.15397, 0.67590
  736.0000, 1.2593165051, 1.15602, 0.66406
  744.0000, 1.2746240728, 1.15806, 0.65252
  752.0000, 1.2898356794, 1.16009, 0.64128
  760.0000, 1.3049379073, 1.16211, 0.63035
  768.0000, 1.3199179006, 1.16412, 0.61973
  776.0000, 1.3347634025, 1.16611, 0.60945
  784.0000, 1.3494627905, 1.16808, 0.59950
  792.0000, 1.3640051103, 1.17004, 0.58989
  800.0000, 1.3783801071, 1.17198, 0.58063
  808.0000, 1.3925782559, 1.17389, 0.57173
  816.0000, 1.4065907891, 1.17579, 0.56319
  824.0000, 1.4204097217, 1.17766, 0.55503
  832.0000, 1.4340278755, 1.17951, 0.54724
  840.0000, 1.4474388996, 1.18133, 0.53984
  848.0000, 1.4606372902, 1.18313, 0.53283
  856.0000, 1.4736184068, 1.18490, 0.52622
  864.0000, 1.4863784870, 1.18664, 0.52001
  872.0000, 1.4989146584, 1.18835, 0.51421
  880.0000, 1.5112249485, 1.19004, 0.50883
  888.0000, 1.5233082918, 1.19170, 0.50386
  896.0000, 1.5351645346, 1.19332, 0.49932
  904.0000, 1.5467944378, 1.19492, 0.49522
  912.0000, 1.5581996762, 1.19649, 0.49154
  920.0000, 1.5693828364, 1.19803, 0.48831
  928.0000, 1.5803474114, 1.19955, 0.48552
  936.0000, 1.5910977929, 1.20103, 0.48318
  944.0000, 1.6016392615, 1.20249, 0.48129
  952.0000, 1.6119779731, 1.20392, 0.47985
  960.0000, 1.6221209448, 1.20533, 0.47887
  968.0000, 1.6320760358, 1.20671, 0.47835
  976.0000, 1.6418519279, 1.20807, 0.47830
  984.0000, 1.6514581023, 1.20941, 0.47871
  992.0000, 1.6609048140, 1.21072, 0.47959
 1000.0000, 1.6702030644, 1.21202, 0.48094
 1008.0000, 1.6793645700, 1.21330, 0.48276
 1016.0000, 1.6884017308, 1.21456, 0.48506
 1024.0000, 1.6973275940, 1.21581, 0.48783
 1032.0000, 1.7061558172, 1.21705, 0.49107
 1040.0000, 1.7149006283, 1.21827, 0.49479
 1048.0000, 1.7235767835, 1.21949, 0.49899
 1056.0000, 1.7321995231, 1.22070, 0.50366
 1064.0000, 1.7407845254, 1.22191, 0.50881
 1072.0000, 1.7493478583, 1.22312, 0.51443
 1080.0000, 1.7579059294, 1.22432, 0.52053
 1088.0000, 1.7664754340, 1.22553, 0.52710
 1096.0000, 1.7750733017, 1.22674, 0.53415
 1104.0000, 1.7837166416, 1.22796, 0.54166
 1112.0000, 1.7924226855, 1.22920, 0.54965
 1120.0000, 1.8012087307, 1.23044, 0.55810
 1128.0000, 1.8100920811, 1.23170, 0.56701
 1136.0000, 1.8190899881, 1.23298, 0.57639
 1144.0000, 1.8282195898, 1.23427, 0.58622
 1152.0000, 1.8374978507, 1.23559, 0.59651
 1160.0000, 1.8469415007, 1.23694, 0.60725
 1168.0000, 1.8565669736, 1.23831, 0.61844
 1176.0000, 1.8663903463, 1.23971, 0.63008
 1184.0000, 1.8764272781, 1.24114, 0.64215
 1192.0000, 1.8866929505, 1.24261, 0.65466
 1200.0000, 1.8972020079, 1.24411, 0.66760
 1208.0000, 1.9079684991, 1.24566, 0.68096
 1216.0000, 1.9190058204, 1.24724, 0.69475
 1224.0000, 1.9303266602, 1.24887, 0.70894
 1232.0000, 1.9419429447, 1.25054, 0.72355
 1240.0000, 1.9538657863, 1.25226, 0.73856
 1248.0000, 1.9661054339, 1.25402, 0.75396
 1256.0000, 1.9786712259, 1.25584, 0.76976
 1264.0000, 1.9915715449, 1.25770, 0.78593
 1272.0000, 2.0048137770, 1.25962, 0.80248
 1280.0000, 2.0184042722, 1.26160, 0.81940
 1288.0000, 2.0323483094, 1.26362, 0.83668
 1296.0000, 2.0466500644, 1.26571, 0.85431
 1304.0000, 2.0613125815, 1.26784, 0.87229
 1312.0000, 2.0763377487, 1.27004, 0.89060
 1320.0000, 2.0917262771, 1.27229, 0.90924
 1328.0000, 2.1074776840, 1.27460, 0.92819
 1336.0000, 2.1235902804, 1.27697, 0.94746
 1344.0000, 2.1400611621, 1.27939, 0.96703
 1352.0000, 2.1568862058, 1.28187, 0.98689
 1360.0000, 2.1740600690, 1.28441, 1.00703
 1368.0000, 2.1915761941, 1.28700, 1.02744
 1376.0000, 2.2094268173, 1.28965, 1.04811
 1384.0000, 2.2276029809, 1.29235, 1.06903
 1392.0000, 2.2460945509, 1.29510, 1.09020
 1400.0000, 2.2648902382, 1.29791, 1.11159
 1408.0000, 2.2839776236, 1.30077, 1.13321
 1416.0000, 2.3033431874, 1.30367, 1.15503
 1424.0000, 2.3229723427, 1.30662, 1.17705
 1432.0000, 2.3428494719, 1.30961, 1.19926
 1440.0000, 2.3629579682, 1.31265, 1.22164
 1448.0000, 2.3832802788, 1.31572, 1.24419
 1456.0000, 2.4037979526, 1.31883, 1.26688
 1464.0000, 2.4244916906, 1.32198, 1.28972
 1472.0000, 2.4453413996, 1.32516, 1.31268
 1480.0000, 2.4663262475, 1.32836, 1.33576
 1488.0000, 2.4874247228, 1.33159, 1.35894
 1496.0000, 2.5086146950, 1.33484, 1.38222
 1504.0000, 2.5298734776, 1.33812, 1.40557
 1512.0000, 2.5511778932, 1.34140, 1.42899
 1520.0000, 2.5725043397, 1.34470, 1.45246
 1528.0000, 2.5938288587, 1.34800, 1.47597
 1536.0000, 2.6151272044, 1.35131, 1.49951
 1544.0000, 2.6363749139, 1.35462, 1.52306
 1552.0000, 2.6575473783, 1.35793, 1.54661
 1560.0000, 2.6786199143, 1.36123, 1.57015
 1568.0000, 2.6995678362, 1.36452, 1.59367
 1576.0000, 2.7203665284, 1.36779, 1.61715
 1584.0000, 2.7409915176, 1.37104, 1.64057
 1592.0000, 2.7614185450, 1.37427, 1.66393
 1600.0000, 2.7816236383, 1.37747, 1.68722
 1608.0000, 2.8015831830, 1.38064, 1.71041
 1616.0000, 2.8212739935, 1.38377, 1.73349
 1624.0000, 2.8406733831, 1.38686, 1.75646
 1632.0000, 2.8597592330, 1.38991, 1.77929
 1640.0000, 2.8785100609, 1.39292, 1.80198
 1648.0000, 2.8969050878, 1.39587, 1.82451
 1656.0000, 2.9149243041, 1.39877, 1.84687
 1664.0000, 2.9325485336, 1.40161, 1.86904
 1672.0000, 2.9497594973, 1.40439, 1.89101
 1680.0000, 2.9665398740, 1.40711, 1.91277
 1688.0000, 2.9828733611, 1.40976, 1.93430
 1696.0000, 2.9987447320, 1.41233, 1.95559
 1704.0000, 3.0141398926, 1.41484, 1.97662
 1712.0000, 3.0290459361, 1.41727, 1.99740
 1720.0000, 3.0434511950, 1.41962, 2.01789
 1728.0000, 3.0573452916, 1.42189, 2.03809
 1736.0000, 3.0707191864, 1.42409, 2.05798
 1744.0000, 3.0835652240, 1.42619, 2.07755
 1752.0000, 3.0958771767, 1.42822, 2.09679
 1760.0000, 3.1076502859, 1.43015, 2.11569
 1768.0000, 3.1188813007, 1.43200, 2.13423
 1776.0000, 3.1295685143, 1.43377, 2.15240
 1784.0000, 3.1397117971, 1.43544, 2.17019
 1792.0000, 3.1493126273, 1.43703, 2.18758
 1800.0000, 3.1583741185, 1.43853, 2.20457
 1808.0000, 3.1669010445, 1.43994, 2.22114
 1816.0000, 3.1748998598, 1.44127, 2.23728
 1824.0000, 3.1823787180, 1.44251, 2.25297
 1832.0000, 3.1893474859, 1.44367, 2.26821
 1840.0000, 3.1958177539, 1.44474, 2.28299
 1848.0000, 3.2018028427, 1.44574, 2.29728
 1856.0000, 3.2073178059, 1.44666, 2.31109
 1864.0000, 3.2123794280, 1.44750, 2.32440
 1872.0000, 3.2170062183, 1.44827, 2.33720
 1880.0000, 3.2212184002, 1.44898, 2.34948
 1888.0000, 3.2250378945, 1.44961, 2.36123
 1896.0000, 3.2284882995, 1.45019, 2.37244
 1904.0000, 3.2315948636, 1.45071, 2.38310
 1912.0000, 3.2343844540, 1.45117, 2.39319
 1920.0000, 3.2368855189, 1.45159, 2.40271
 1928.0000, 3.2391280434, 1.45197, 2.41166
 1936.0000, 3.2411434997, 1.45230, 2.42001
 1944.0000, 3.2429647911, 1.45261, 2.42777
 1952.0000, 3.2446261882, 1.45289, 2.43492
 1960.0000, 3.2461632598, 1.45314, 2.44146
 1968.0000, 3.2476127957, 1.45338, 2.44737
 1976.0000, 3.2490127229, 1.45362, 2.45265
 1984.0000, 3.2504020149, 1.45385, 2.45729
 1992.0000, 3.2518205928, 1.45409, 2.46129
 2000.0000, 3.2533092202, 1.45434, 2.46463
 2008.0000, 3.2549093901, 1.45461, 2.46732
 2016.0000, 3.2566632044, 1.45490, 2.46933
 2024.0000, 3.2586132470, 1.45523, 2.47067
 2032.0000, 3.2608024484, 1.45559, 2.47134
 2040.0000, 3.2632739452, 1.45601, 2.47132
 2048.0000, 3.2660709315, 1.45648, 2.47060
 2056.0000, 3.2692365042, 1.45701, 2.46920
 2064.0000, 3.2728135032, 1.45761, 2.46709
 2072.0000, 3.2768443447, 1.45828, 2.46428
 2080.0000, 3.2813708499, 1.45904, 2.46075
 2088.0000, 3.2864340698, 1.45990, 2.45652
 2096.0000, 3.2920741049, 1.46084, 2.45157
 2104.0000, 3.2983299219, 1.46190, 2.44589
 2112.0000, 3.3052391684, 1.46306, 2.43950
 2120.0000, 3.3128379852, 1.46434, 2.43238
 2128.0000, 3.3211608174, 1.46574, 2.42453
 2136.0000, 3.3302402260, 1.46728, 2.41595
 2144.0000, 3.3401066996, 1.46894, 2.40663
 2152.0000, 3.3507884685, 1.47075, 2.39659
 2160.0000, 3.3623113208, 1.47270, 2.38581
 2168.0000, 3.3746984223, 1.47481, 2.37429
 2176.0000, 3.3879701413, 1.47706, 2.36204
 2184.0000, 3.4021438791, 1.47947, 2.34905
 2192.0000, 3.4172339058, 1.48205, 2.33532
 2200.0000, 3.4332512055, 1.48478, 2.32087
 2208.0000, 3.4502033281, 1.48768, 2.30567
 2216.0000, 3.4680942515, 1.49075, 2.28975
 2224.0000, 3.4869242529, 1.49398, 2.27309
 2232.0000, 3.5066897912, 1.49739, 2.25570
 2240.0000, 3.5273834006, 1.50096, 2.23758
 2248.0000, 3.5489935960, 1.50470, 2.21874
 2256.0000, 3.5715047908, 1.50860, 2.19918
 2264.0000, 3.5948972267, 1.51267, 2.17890
 2272.0000, 3.6191469167, 1.51690, 2.15790
 2280.0000, 3.6442256011, 1.52129, 2.13620
 2288.0000, 3.6701007162, 1.52583, 2.11378
 2296.0000, 3.6967353751, 1.53051, 2.09066
 2304.0000, 3.7240883622, 1.53534, 2.06685
 2312.0000, 3.7521141382, 1.54030, 2.04234
 2320.0000, 3.7807628579, 1.54539, 2.01715
 2328.0000, 3.8099803985, 1.55060, 1.99127
 2336.0000, 3.8397083975, 1.55591, 1.96472
 2344.0000, 3.8698843009, 1.56133, 1.93751
 2352.0000, 3.9004414194, 1.56683, 1.90963
 2360.0000, 3.9313089918, 1.57241, 1.88109
 2368.0000, 3.9624122553, 1.57805, 1.85191
 2376.0000, 3.9936725206, 1.58374, 1.82209
 2384.0000, 4.0250072512, 1.58946, 1.79164
 2392.0000, 4.0563301450, 1.59521, 1.76057
 2400.0000, 4.0875512182, 1.60095, 1.72888
 2408.0000, 4.1185768887, 1.60668, 1.69659
 2416.0000, 4.1493100580, 1.61237, 1.66371
 2424.0000, 4.1796501909, 1.61801, 1.63024
 2432.0000, 4.2094933914, 1.62358, 1.59619
 2440.0000, 4.2387324725, 1.62906, 1.56158
 2448.0000, 4.2672570195, 1.63442, 1.52641
 2456.0000, 4.2949534448, 1.63964, 1.49069
 2464.0000, 4.3217050338, 1.64469, 1.45445
 2472.0000, 4.3473919785, 1.64957, 1.41768
 2480.0000, 4.3718913992, 1.65422, 1.38040
 2488.0000, 4.3950773524, 1.65865, 1.34263
 2496.0000, 4.4168208224, 1.66280, 1.30436
 2504.0000, 4.4369896968, 1.66667, 1.26563
 2512.0000, 4.4554487225, 1.67022, 1.22643
 2520.0000, 4.4720594422, 1.67341, 1.18678
 2528.0000, 4.4866801084, 1.67623, 1.14670
 2536.0000, 4.4991655737, 1.67864, 1.10619
 2544.0000, 4.5093671557, 1.68062, 1.06528
 2552.0000, 4.5171324736, 1.68212, 1.02397
 2560.0000, 4.5223052550, 1.68312, 0.98228
 2568.0000, 4.5247251098, 1.68359, 0.94023
 2576.0000, 4.5242272683, 1.68349, 0.89782
 2584.0000, 4.5206422815, 1.68280, 0.85508
 2592.0000, 4.5137956787, 1.68147, 0.81201
 2600.0000, 4.5035075787, 1.67948, 0.76863
 2608.0000, 4.4895922513, 1.67679, 0.72496
 2616.0000, 4.4718576223, 1.67337, 0.68102
 2624.0000, 4.4501047175, 1.66919, 0.63681
 2632.0000, 4.4241270378, 1.66420, 0.59236
 2640.0000, 4.3937098592, 1.65839, 0.54768
 2648.0000, 4.3586294469, 1.65170, 0.50278
 2656.0000, 4.3186521749, 1.64412, 0.45769
 2664.0000, 4.2735335379, 1.63560, 0.41241
 2672.0000, 4.2230170419, 1.62611, 0.36697
 2680.0000, 4.1668329576, 1.61563, 0.32138
 2688.0000, 4.1046969159, 1.60411, 0.27566
 2696.0000, 4.0363083250, 1.59153, 0.22982
 2704.0000, 3.9613485802, 1.57786, 0.18389
 2712.0000, 3.8794790364, 1.56305, 0.13787
 2720.0000, 3.7903387043, 1.54709, 0.09179
 2728.0000, 3.6935416261, 1.52995, 0.04566
 2736.0000, 3.5886738757, 1.51159, 0.00050
 2744.0000, 3.4752901186, 1.49199, 0.04667
 2752.0000, 3.3529096519, 1.47111, 0.09284
 2760.0000, 3.2210118277, 1.44894, 0.13898
 2768.0000, 3.0790307415, 1.42545, 0.18509
 2776.0000, 2.9263490393, 1.40061, 0.23114
 2784.0000, 2.7622906621, 1.37440, 0.27711
 2792.0000, 2.5861123009, 1.34681, 0.32300
 2800.0000, 2.3969932772, 1.31780, 0.36877
 2808.0000, 2.1940234852, 1.28736, 0.41442
 2816.0000, 1.9761889355, 1.25548, 0.45992
 2824.0000, 1.7423542981, 1.22213, 0.50526
 2832.0000, 1.4912416678, 1.18730, 0.55042
 2840.0000, 1.2214045229, 1.15099, 0.59539
 2848.0000, 0.9311955089, 1.11317, 0.64014
 2856.0000, 0.6187261987, 1.07383, 0.68466
 2864.0000, 0.2818163054, 1.03298, 0.72894
 2872.0000, -0.0820711590, 0.99060, 0.77294
 2880.0000, -0.4759137237, 0.94668, 0.81666
 2888.0000, -0.9032393970, 0.90123, 0.86009
 2896.0000, -1.3682731092, 0.85425, 0.90319
 2904.0000, -1.8761352498, 0.80574, 0.94597
 2912.0000, -2.4331162573, 0.75569, 0.98839
 2920.0000, -3.0470651506, 0.70412, 1.03044
 2928.0000, -3.7279539222, 0.65103, 1.07211
 2936.0000, -4.4887229154, 0.59644, 1.11338
 2944.0000, -5.3465938152, 0.54034, 1.15423
 2952.0000, -6.3251997032, 0.48277, 1.19464
 2960.0000, -7.4582302236, 0.42373, 1.23461
 2968.0000, -8.7961029820, 0.36324, 1.27411
 2976.0000, -10.4192879097, 0.30133, 1.31313
 2984.0000, -12.4682789740, 0.23800, 1.35165
 2992.0000, -15.2237766992, 0.17331, 1.38967
 3000.0000, -19.3918349800, 0.10725, 1.42715
 3008.0000, -27.9854324980, 0.03988, 1.46409
 3016.0000, -30.8155712602, 0.02879, 1.50047
 3024.0000, -20.1126158702, 0.09871, 1.53628
 3032.0000, -15.3984002546, 0.16986, 1.57150
 3040.0000, -12.3171797861, 0.24218, 1.60612
 3048.0000, -10.0159212316, 0.31565, 1.64013
 3056.0000, -8.1739434420, 0.39021, 1.67350
 3064.0000, -6.6354084800, 0.46583, 1.70623
 3072.0000, -5.3127079439, 0.54246, 1.73831
 3080.0000, -4.1516632845, 0.62004, 1.76971
 3088.0000, -3.1164236301, 0.69852, 1.80044
 3096.0000, -2.1820327237, 0.77785, 1.83047
 3104.0000, -1.3304195801, 0.85798, 1.85979
 3112.0000, -0.5480791087, 0.93885, 1.88839
 3120.0000, 0.1753460217, 1.02039, 1.91626
 3128.0000, 0.8479723708, 1.10255, 1.94338
 3136.0000, 1.4762778571, 1.18526, 1.96975
 3144.0000, 2.0655142834, 1.26846, 1.99536
 3152.0000, 2.6199976743, 1.35207, 2.02019
 3160.0000, 3.1433174351, 1.43604, 2.04423
 3168.0000, 3.6384901304, 1.52028, 2.06748
 3176.0000, 4.1080745946, 1.60474, 2.08992
 3184.0000, 4.5542594836, 1.68932, 2.11154
 3192.0000, 4.9789308232, 1.77397, 2.13234
 3200.0000, 5.3837247968, 1.85860, 2.15230
 3208.0000, 5.7700694812, 1.94314, 2.17142
 3216.0000, 6.1392181927, 2.02750, 2.18969
 3224.0000, 6.4922763889, 2.11161, 2.20710
 3232.0000, 6.8302235628, 2.19539, 2.22365
 3240.0000, 7.1539312066, 2.27875, 2.23932
 3248.0000, 7.4641776609, 2.36161, 2.25411
 3256.0000, 7.7616604742, 2.44390, 2.26801
 3264.0000, 8.0470067559, 2.52552, 2.28102
 3272.0000, 8.3207818998, 2.60639, 2.29314
 3280.0000, 8.5834969749, 2.68643, 2.30434
 3288.0000, 8.8356150195, 2.76555, 2.31464
 3296.0000, 9.0775564259, 2.84366, 2.32403
 3304.0000, 9.3097035685, 2.92069, 2.33250
 3312.0000, 9.5324047965, 2.99654, 2.34004
 3320.0000, 9.7459778923, 3.07113, 2.34666
 3328.0000, 9.9507130776, 3.14438, 2.35235
 3336.0000, 10.1468756340, 3.21621, 2.35711
 3344.0000, 10.3347081941, 3.28651, 2.36094
 3352.0000, 10.5144327511, 3.35522, 2.36383
 3360.0000, 10.6862524236, 3.42226, 2.36578
 3368.0000, 10.8503530099, 3.48753, 2.36679
 3376.0000, 11.0069043586, 3.55096, 2.36686
 3384.0000, 11.1560615787, 3.61246, 2.36599
 3392.0000, 11.2979661098, 3.67196, 2.36418
 3400.0000, 11.4327466672, 3.72939, 2.36143
 3408.0000, 11.5605200785, 3.78465, 2.35773
 3416.0000, 11.6813920220, 3.83769, 2.35310
 3424.0000, 11.7954576788, 3.88842, 2.34754
 3432.0000, 11.9028023057, 3.93677, 2.34103
 3440.0000, 12.0035017389, 3.98268, 2.33359
 3448.0000, 12.0976228324, 4.02607, 2.32522
 3456.0000, 12.1852238388, 4.06688, 2.31592
 3464.0000, 12.2663547356, 4.10504, 2.30570
 3472.0000, 12.3410575023, 4.14050, 2.29456
 3480.0000, 12.4093663502, 4.17319, 2.28249
 3488.0000, 12.4713079089, 4.20306, 2.26952
 3496.0000, 12.5269013704, 4.23005, 2.25564
 3504.0000, 12.5761585937, 4.25410, 2.24085
 3512.0000, 12.6190841704, 4.27518, 2.22517
 3520.0000, 12.6556754514, 4.29323, 2.20859
 3528.0000, 12.6859225369, 4.30820, 2.19113
 3536.0000, 12.7098082279, 4.32007, 2.17279
 3544.0000, 12.7273079390, 4.32878, 2.15358
 3552.0000, 12.7383895722, 4.33431, 2.13350
 3560.0000, 12.7430133502, 4.33661, 2.11257
 3568.0000, 12.7411316063, 4.33567, 2.09079
 3576.0000, 12.7326885300, 4.33146, 2.06817
 3584.0000, 12.7176198642, 4.32395, 2.04472
 3592.0000, 12.6958525514, 4.31313, 2.02045
 3600.0000, 12.6673043234, 4.29898, 1.99536
 3608.0000, 12.6318832308, 4.28148, 1.96948
 3616.0000, 12.5894871058, 4.26064, 1.94280
 3624.0000, 12.5400029509, 4.23643, 1.91533
 3632.0000, 12.4833062463, 4.20887, 1.88710
 3640.0000, 12.4192601657, 4.17795, 1.85811
 3648.0000, 12.3477146899, 4.14368, 1.82837
 3656.0000, 12.2685056048, 4.10606, 1.79789
 3664.0000, 12.1814533688, 4.06511, 1.76668
 3672.0000, 12.0863618319, 4.02085, 1.73477
 3680.0000, 11.9830167844, 3.97330, 1.70215
 3688.0000, 11.8711843117, 3.92247, 1.66885
 3696.0000, 11.7506089243, 3.86839, 1.63488
 3704.0000, 11.6210114294, 3.81110, 1.60024
 3712.0000, 11.4820865002, 3.75063, 1.56496
 3720.0000, 11.3334998949, 3.68702, 1.52905
 3728.0000, 11.1748852626, 3.62030, 1.49252
 3736.0000, 11.0058404653, 3.55052, 1.45539
 3744.0000, 10.8259233249, 3.47773, 1.41767
 3752.0000, 10.6346466878, 3.40198, 1.37938
 3760.0000, 10.4314726718, 3.32333, 1.34053
 3768.0000, 10.2158059315, 3.24183, 1.30114
 3776.0000, 9.9869857339, 3.15754, 1.26122
 3784.0000, 9.7442765859, 3.07053, 1.22079
 3792.0000, 9.4868570856, 2.98087, 1.17987
 3800.0000, 9.2138065805, 2.88862, 1.13847
 3808.0000, 8.9240890947, 2.79386, 1.09661
 3816.0000, 8.6165338266, 2.69666, 1.05431
 3824.0000, 8.2898113049, 2.59711, 1.01158
 3832.0000, 7.9424039873, 2.49529, 0.96844
 3840.0000, 7.5725696759, 2.39127, 0.92491
 3848.0000, 7.1782955345, 2.28515, 0.88100
 3856.0000, 6.7572396584, 2.17702, 0.83674
 3864.0000, 6.3066559196, 2.06696, 0.79214
 3872.0000, 5.8232959963, 1.95508, 0.74722
 3880.0000, 5.3032797373, 1.84147, 0.70200
 3888.0000, 4.7419207278, 1.72622, 0.65649
 3896.0000, 4.1334870930, 1.60944, 0.61071
 3904.0000, 3.4708663607, 1.49123, 0.56469
 3912.0000, 2.7450841461, 1.37168, 0.51844
 3920.0000, 1.9445927787, 1.25092, 0.47198
 3928.0000, 1.0541838375, 1.12904, 0.42533
 3936.0000, 0.0532574800, 1.00615, 0.37851
 3944.0000, -1.0870699678, 0.88236, 0.33153
 3952.0000, -2.4091031929, 0.75778, 0.28442
 3960.0000, -3.9784312944, 0.63253, 0.23719
 3968.0000, -5.9049378017, 0.50670, 0.18987
 3976.0000, -8.3946196582, 0.38042, 0.14247
 3984.0000, -11.9099511409, 0.25381, 0.09501
 3992.0000, -17.9266553198, 0.12696, 0.04752
 4000.0000, -289.4768967122, 0.00000, 0.00000

Magnitude at band edges

    0.0650 1.10493E+00
    0.3350 1.61563E+00
    0.0650 1.10493E+00
    0.3350 1.61563E+00
Baud rate 2400, low carrier filter 3, 6dB boost
Frequency, Gain (dB), Gain (linear), Half gain (linear)
    0.0000, 1.0521529999, 1.12878, 2.26168
    8.0000, 1.0520689657, 1.12876, 2.26132
   16.0000, 1.0518174917, 1.12873, 2.26027
   24.0000, 1.0514004625, 1.12868, 2.25852
   32.0000, 1.0508210128, 1.12860, 2.25607
   40.0000, 1.0500835184, 1.12851, 2.25291
   48.0000, 1.0491935839, 1.12839, 2.24907
   56.0000, 1.0481580258, 1.12826, 2.24452
   64.0000, 1.0469848531, 1.12810, 2.23929
   72.0000, 1.0456832436, 1.12794, 2.23337
   80.0000, 1.0442635172, 1.12775, 2.22676
   88.0000, 1.0427371050, 1.12755, 2.21947
   96.0000, 1.0411165157, 1.12734, 2.21151
  104.0000, 1.0394152980, 1.12712, 2.20288
  112.0000, 1.0376480001, 1.12689, 2.19358
  120.0000, 1.0358301254, 1.12666, 2.18362
  128.0000, 1.0339780851, 1.12642, 2.17301
  136.0000, 1.0321091482, 1.12617, 2.16175
  144.0000, 1.0302413874, 1.12593, 2.14984
  152.0000, 1.0283936231, 1.12569, 2.13731
  160.0000, 1.0265853635, 1.12546, 2.12415
  168.0000, 1.0248367428, 1.12523, 2.11037
  176.0000, 1.0231684565, 1.12502, 2.09599
  184.0000, 1.0216016938, 1.12481, 2.08100
